source_opentripmap_id,location_name,normalized_name,city,country,category_raw,latitude,longitude,opentripmap_rate,popularity_score,source_wikidata_id,source_osm_id,data_source
Q2456087,Temple of Jupiter Feretrius,temple of jupiter feretrius,Rome,Italy,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",41.891998291015625,12.48740005493164,3,3,Q2456087,,OpenTripMap
Q2579576,Temple of Jupiter Stator,temple of jupiter stator,Rome,Italy,"religion,other_temples,interesting_places",41.891998291015625,12.48740005493164,3,3,Q2579576,,OpenTripMap
Q2366679,Clivus Argentarius,clivus argentarius,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.893653869628906,12.484505653381348,3,3,Q2366679,,OpenTripMap
R1894844,Ludus Magnus,ludus magnus,Rome,Italy,"architecture,historic_architecture,historic,archaeology,cultural,theatres_and_entertainments,interesting_places,music_venues,other_archaeological_sites,amphitheatres",41.89011001586914,12.494963645935059,3,3,Q1232473,relation/1894844,OpenTripMap
R1766532,Basilica Aemilia,basilica aemilia,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.89260482788086,12.486146926879883,3,3,Q522924,relation/1766532,OpenTripMap
Q1056799,Palazzo Wedekind,palazzo wedekind,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90085983276367,12.479477882385254,3,3,Q1056799,,OpenTripMap
R1841086,San Lorenzo in Miranda,san lorenzo in miranda,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89225769042969,12.486757278442383,3,3,Q3585359,relation/1841086,OpenTripMap
N5296473121,Goddess of Rome,goddess of rome,Rome,Italy,"settlements,historic,urban_environment,archaeology,cultural,interesting_places,sculptures",41.8949089050293,12.48293685913086,3,3,Q220,node/5296473121,OpenTripMap
Q3621777,Portico of Gaius and Lucius,portico of gaius and lucius,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89263153076172,12.48603343963623,3,3,Q3621777,,OpenTripMap
W140186882,Palazzo Venezia,palazzo venezia,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.896053314208984,12.48182201385498,7,7,Q1123879,way/140186882,OpenTripMap
R1834818,Colosseum,colosseum,Rome,Italy,"sport,mineshafts,architecture,historic,archaeology,other_archaeological_sites,industrial_facilities,historic_architecture,cultural,theatres_and_entertainments,interesting_places,music_venues,amphitheatres,stadiums",41.890262603759766,12.493086814880371,7,7,Q10285,relation/1834818,OpenTripMap
Q5194731,Curia Cornelia,curia cornelia,Rome,Italy,"architecture,historic_architecture,interesting_places,destroyed_objects",41.8930549621582,12.485278129577637,3,3,Q5194731,,OpenTripMap
Q1144512,Curia Hostilia,curia hostilia,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.8930549621582,12.485278129577637,3,3,Q1144512,,OpenTripMap
W137278969,Santi Luca e Martina al Foro Romano,santi luca e martina al foro romano,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89317321777344,12.485075950622559,3,3,Q1813867,way/137278969,OpenTripMap
Q62021853,Santa Martina in Tribus Foris,santa martina in tribus foris,Rome,Italy,"religion,churches,interesting_places,other_churches",41.893165588378906,12.485082626342773,3,3,Q62021853,,OpenTripMap
N4376017562,Museo Nazionale del Palazzo di Venezia,museo nazionale del palazzo di venezia,Rome,Italy,"cultural,museums,interesting_places,other_museums",41.896366119384766,12.481534004211426,7,7,Q1954305,node/4376017562,OpenTripMap
W73811772,Santissima Trinità a Via Condotti,santissima trinità a via condotti,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.904541015625,12.47935962677002,3,3,Q512703,way/73811772,OpenTripMap
R1841079,Curia Julia,curia julia,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89295959472656,12.485391616821289,3,3,Q1144514,relation/1841079,OpenTripMap
W130182466,Monument to Vittorio Emanuele II,monument to vittorio emanuele ii,Rome,Italy,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.8947868347168,12.482976913452148,3,3,Q63759614,way/130182466,OpenTripMap
Q810068,Basilica Porcia,basilica porcia,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89331817626953,12.484819412231445,3,3,Q810068,,OpenTripMap
R1849830,Monument to Vittorio Emanuele II,monument to vittorio emanuele ii,Rome,Italy,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",41.89468765258789,12.48306655883789,7,7,Q506234,relation/1849830,OpenTripMap
N6697475312,Winged Victory,winged victory,Rome,Italy,"urban_environment,cultural,interesting_places,sculptures",41.89508056640625,12.48264217376709,7,7,Q506234,node/6697475312,OpenTripMap
Q3672239,Sant'Adriano al Foro,sant'adriano al foro,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89289855957031,12.485400199890137,3,3,Q3672239,,OpenTripMap
Q1501204,Gemonian stairs,gemonian stairs,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.893333435058594,12.484722137451172,3,3,Q1501204,,OpenTripMap
N2263022046,Temple of Romulus,temple of romulus,Rome,Italy,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",41.89191436767578,12.487214088439941,3,3,Q338397,node/2263022046,OpenTripMap
R1841091,Tempio di Venere e Roma,tempio di venere e roma,Rome,Italy,"religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.8908576965332,12.489996910095215,3,3,Q430792,relation/1841091,OpenTripMap
W352406788,Chiesa di Sant'Anna al Laterano,chiesa di sant'anna al laterano,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89070510864258,12.502289772033691,3,3,Q3585392,way/352406788,OpenTripMap
R1849831,Museo Centrale del Risorgimento,museo centrale del risorgimento,Rome,Italy,"cultural,museums,interesting_places,other_museums",41.89397430419922,12.483753204345703,7,7,Q3867752,relation/1849831,OpenTripMap
Q81445064,Santi Pietro e Paolo in Via Sacra,santi pietro e paolo in via sacra,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89116668701172,12.488861083984375,3,3,Q81445064,,OpenTripMap
Q3874142,necropoli del tempio di Antonino Pio e Faustina,necropoli del tempio di antonino pio e faustina,Rome,Italy,"cemeteries,historic,archaeology,burial_places,interesting_places,necropolises,other_archaeological_sites",41.891998291015625,12.4868803024292,3,3,Q3874142,,OpenTripMap
W130807528,Piazza del Collegio Romano,piazza del collegio romano,Rome,Italy,"religion,churches,interesting_places,other_churches",41.89786148071289,12.480358123779297,3,3,Q3674173,way/130807528,OpenTripMap
R1841090,Temple of Antoninus and Faustina,temple of antoninus and faustina,Rome,Italy,"religion,architecture,historic_architecture,other_temples,interesting_places,destroyed_objects",41.89209747314453,12.486648559570312,3,3,Q752555,relation/1841090,OpenTripMap
R1841087,Basilica di Santa Maria Nova,basilica di santa maria nova,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.891170501708984,12.488776206970215,7,7,Q1091640,relation/1841087,OpenTripMap
W140031952,Basilica di San Marco,basilica di san marco,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89609909057617,12.4815034866333,7,7,Q1479910,way/140031952,OpenTripMap
R1766535,Tabernae Novae,tabernae novae,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.892452239990234,12.48591423034668,3,3,Q522924,relation/1766535,OpenTripMap
R2794129,Temple of Hadrian,temple of hadrian,Rome,Italy,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",41.89979934692383,12.479430198669434,3,3,Q431062,relation/2794129,OpenTripMap
W968823615,Temple of Hadrian,temple of hadrian,Rome,Italy,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",41.89979553222656,12.479430198669434,3,3,Q431062,way/968823615,OpenTripMap
W23840659,St Ignatius,st ignatius,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89875030517578,12.47980785369873,7,7,Q1465674,way/23840659,OpenTripMap
N1447566606,Lapis Niger,lapis niger,Rome,Italy,"religion,architecture,historic_architecture,other_temples,urban_environment,cultural,interesting_places,destroyed_objects,sculptures",41.892791748046875,12.485183715820312,3,3,Q841388,node/1447566606,OpenTripMap
R1849827,Carcere Mamertino,carcere mamertino,Rome,Italy,"historic,archaeology,cultural,museums,interesting_places,other_museums,other_archaeological_sites",41.893165588378906,12.484588623046875,7,7,Q1035634,relation/1849827,OpenTripMap
W223391111,Chiesa San Tommaso Moro,chiesa san tommaso moro,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89950180053711,12.513357162475586,3,3,Q3672135,way/223391111,OpenTripMap
R1841085,Sacello di Venere Cloacina,sacello di venere cloacina,Rome,Italy,"religion,architecture,historic_architecture,other_temples,interesting_places,destroyed_objects",41.8925666809082,12.485432624816895,3,3,Q203959,relation/1841085,OpenTripMap
N1447566604,Comizio,comizio,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.89273452758789,12.485122680664062,3,3,Q1114895,node/1447566604,OpenTripMap
Q1541300,Graecostasis,graecostasis,Rome,Italy,"historic,monuments_and_memorials,interesting_places,monuments",41.892799377441406,12.484999656677246,3,3,Q1541300,,OpenTripMap
R1849833,Chiesa di San Giuseppe dei Falegnami al Foro Romano,chiesa di san giuseppe dei falegnami al foro romano,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89314651489258,12.484463691711426,7,7,Q1312988,relation/1849833,OpenTripMap
Q61274417,Santa Maria della Strada,santa maria della strada,Rome,Italy,"religion,churches,interesting_places,other_churches",41.898582458496094,12.479666709899902,3,3,Q61274417,,OpenTripMap
Q61368639,Santissima Annunziata,santissima annunziata,Rome,Italy,"religion,churches,interesting_places,other_churches",41.898582458496094,12.479666709899902,3,3,Q61368639,,OpenTripMap
W80220852,Basilica di San Lorenzo in Lucina,basilica di san lorenzo in lucina,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.90321350097656,12.478724479675293,7,7,Q1515316,way/80220852,OpenTripMap
Q3674009,Santa Maria delle Lauretane,santa maria delle lauretane,Rome,Italy,"religion,churches,interesting_places,other_churches",41.88963317871094,12.496077537536621,7,7,Q3674009,,OpenTripMap
R1765429,Regia,regia,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.89192581176758,12.486416816711426,3,3,Q786489,relation/1765429,OpenTripMap
N5190702111,Santa Bibiana,santa bibiana,Rome,Italy,"religion,churches,interesting_places,other_churches",41.8946647644043,12.510335922241211,3,3,Q1815475,node/5190702111,OpenTripMap
R1841077,Arco di Augusto,arco di augusto,Rome,Italy,"architecture,historic_architecture,historic,monuments_and_memorials,archaeology,interesting_places,destroyed_objects,other_archaeological_sites,monuments,triumphal_archs",41.8919677734375,12.48629093170166,3,3,Q1232346,relation/1841077,OpenTripMap
Q16060292,Bust of Gabriele Fonseca,bust of gabriele fonseca,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.90341567993164,12.478694915771484,3,3,Q16060292,,OpenTripMap
N5296423363,Winged Victory,winged victory,Rome,Italy,"urban_environment,cultural,interesting_places,sculptures",41.894500732421875,12.482619285583496,7,7,Q506234,node/5296423363,OpenTripMap
Q3890822,Palazzo San Macuto,palazzo san macuto,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.89904022216797,12.479401588439941,7,7,Q3890822,,OpenTripMap
W25640152,Santa Maria in Aracoeli,santa maria in aracoeli,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89398956298828,12.483168601989746,7,7,Q318660,way/25640152,OpenTripMap
W49824161,Arch of Septimius Severus,arch of septimius severus,Rome,Italy,"architecture,historic_architecture,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,monuments,triumphal_archs",41.89282989501953,12.484735488891602,3,3,Q162353,way/49824161,OpenTripMap
R1841080,Roman Forum,roman forum,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.8917236328125,12.486671447753906,3,3,Q180212,relation/1841080,OpenTripMap
N1447566608,Rostra ad Divi Iulii,rostra ad divi iulii,Rome,Italy,"religion,architecture,historic_architecture,other_temples,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.89219284057617,12.485760688781738,3,3,Q426372,node/1447566608,OpenTripMap
W130920751,Chiesa di San Macuto,chiesa di san macuto,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.89930725097656,12.479238510131836,7,7,Q676902,way/130920751,OpenTripMap
R1841088,Temple of Divus Iulius,temple of divus iulius,Rome,Italy,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",41.89203643798828,12.486028671264648,3,3,Q1133288,relation/1841088,OpenTripMap
Q2047605,Palazzo Ruspoli,palazzo ruspoli,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90416717529297,12.478694915771484,3,3,Q2047605,,OpenTripMap
W28677769,Piazza di San Macuto,piazza di san macuto,Rome,Italy,"religion,churches,urban_environment,cultural,interesting_places,squares,other_churches",41.899009704589844,12.479342460632324,7,7,Q676902,way/28677769,OpenTripMap
Q3360875,Palazzo Grazioli,palazzo grazioli,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.89666748046875,12.480555534362793,3,3,Q3360875,,OpenTripMap
Q3668435,Santi Sergio e Bacco al Foro Romano,santi sergio e bacco al foro romano,Rome,Italy,"religion,architecture,historic_architecture,churches,interesting_places,destroyed_objects,other_churches",41.89277648925781,12.48466682434082,3,3,Q3668435,,OpenTripMap
N1391514187,"""talking"" statue Madama Lucrezia","""talking"" statue madama lucrezia",Rome,Italy,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.89567565917969,12.481311798095703,3,3,Q1115154,node/1391514187,OpenTripMap
Q56705216,Palazzo Ferrini Cini,palazzo ferrini cini,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90003204345703,12.478922843933105,3,3,Q56705216,,OpenTripMap
Q93444184,Fontana della Pigna,fontana della pigna,Rome,Italy,"fountains,historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.895389556884766,12.481555938720703,3,3,Q93444184,,OpenTripMap
Q16676039,Senaculum,senaculum,Rome,Italy,"historic,monuments_and_memorials,interesting_places,monuments",41.892860412597656,12.484516143798828,3,3,Q16676039,,OpenTripMap
Q2901274,Biblioteca Casanatense,biblioteca casanatense,Rome,Italy,"other,unclassified_objects,interesting_places,historic_object",41.89814758300781,12.479639053344727,7,7,Q2901274,,OpenTripMap
N5296423362,Winged Victory,winged victory,Rome,Italy,"urban_environment,cultural,interesting_places,sculptures",41.89445877075195,12.482450485229492,7,7,Q506234,node/5296423362,OpenTripMap
Q781417,Palazzo Montecitorio,palazzo montecitorio,Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90106201171875,12.478650093078613,3,3,Q781417,,OpenTripMap
Q1671649,Vulcanal,vulcanal,Rome,Italy,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",41.89277648925781,12.484588623046875,3,3,Q1671649,,OpenTripMap
Q2155879,Porticus margaritaria,porticus margaritaria,Rome,Italy,"historic,archaeology,interesting_places,other_archaeological_sites",41.891109466552734,12.487777709960938,3,3,Q2155879,,OpenTripMap
N6499298187,Museo di Storia della Medicina,museo di storia della medicina,Rome,Italy,"cultural,museums,interesting_places,other_museums",41.90486145019531,12.514115333557129,7,7,Q22161863,node/6499298187,OpenTripMap
W131557342,Umbilicus Urbis Romae,umbilicus urbis romae,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.89274978637695,12.48458480834961,3,3,Q205840,way/131557342,OpenTripMap
W942444158,Fontana di Marforio,fontana di marforio,Rome,Italy,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.89372253417969,12.483230590820312,3,3,Q831467,way/942444158,OpenTripMap
Q635182,equestrian statue of Domitian,equestrian statue of domitian,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.89229965209961,12.485300064086914,3,3,Q635182,,OpenTripMap
W629809742,Obelisk of Montecitorio,obelisk of montecitorio,Rome,Italy,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.90068054199219,12.478665351867676,3,3,Q740755,way/629809742,OpenTripMap
W131557332,Ara di Saturno,ara di saturno,Rome,Italy,"religion,other_temples,interesting_places",41.892765045166016,12.484519958496094,3,3,Q25053611,way/131557332,OpenTripMap
W130807638,Chiesa di Santa Marta al Collegio Romano,chiesa di santa marta al collegio romano,Rome,Italy,"religion,churches,interesting_places,catholic_churches",41.897396087646484,12.47995662689209,3,3,Q3674173,way/130807638,OpenTripMap
Q3859478,San Clemente Mithraeum,san clemente mithraeum,Rome,Italy,"religion,other_temples,interesting_places",41.88944625854492,12.4975004196167,3,3,Q3859478,,OpenTripMap
R1849832,Piazza del Foro,piazza del foro,Rome,Italy,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",41.892391204833984,12.485095024108887,3,3,Q180212,relation/1849832,OpenTripMap
N4758761431,Babuino,babuino,Rome,Italy,"fountains,historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.90776443481445,12.479684829711914,3,3,Q1085738,node/4758761431,OpenTripMap
R1835448,Meta sudans,meta sudans,Rome,Italy,"architecture,historic,urban_environment,archaeology,other_archaeological_sites,fountains,historic_architecture,monuments_and_memorials,cultural,interesting_places,destroyed_objects,sculptures,monuments",41.89008331298828,12.490678787231445,3,3,Q1924755,relation/1835448,OpenTripMap
R1767601,Tempio della Concordia,tempio della concordia,Rome,Italy,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",41.89292526245117,12.484201431274414,3,3,Q828143,relation/1767601,OpenTripMap
N5728348326,Lupa capitolina,lupa capitolina,Rome,Italy,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",41.89326858520508,12.483717918395996,3,3,Q408623,node/5728348326,OpenTripMap
Q1232467,Lacus Curtius,lacus curtius,Rome,Italy,"historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,monuments",41.8923454284668,12.485106468200684,3,3,Q1232467,,OpenTripMap
Q1233638,Solarium Augusti,solarium augusti,Rome,Italy,"sundials,other,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,monuments",41.90055465698242,12.47861099243164,3,3,Q1233638,,OpenTripMap
Q18287233,Rome,rome,Rome,Italy,"settlements,historic,archaeology,interesting_places",41.8922233581543,12.485278129577637,3,3,Q18287233,,OpenTripMap
W131451776,Column of Phoca,column of phoca,Rome,Italy,"architecture,historic_architecture,historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,destroyed_objects,other_burial_places,sculptures,monuments",41.8924674987793,12.484853744506836,3,3,Q369075,way/131451776,OpenTripMap
Q7205660,plutei of Trajan,plutei of trajan,Rome,Italy,"historic,cultural,urban_environment,monuments_and_memorials,interesting_places,sculptures,monuments",41.89258575439453,12.484646797180176,3,3,Q7205660,,OpenTripMap
Q951089,Temple of Juno Moneta,temple of juno moneta,Rome,Italy,"religion,other_temples,historic,archaeology,interesting_places,other_archaeological_sites",41.8932991027832,12.483599662780762,3,3,Q951089,,OpenTripMap
W23913953,Arch of Titus,arch of titus,Rome,Italy,"architecture,historic_architecture,historic,monuments_and_memorials,archaeology,interesting_places,other_archaeological_sites,monuments,triumphal_archs",41.89067077636719,12.488576889038086,3,3,Q723887,way/23913953,OpenTripMap
Q56879588,Unione Militare Palace (Rome),unione militare palace (rome),Rome,Italy,"palaces,architecture,historic_architecture,interesting_places",41.90486145019531,12.478528022766113,3,3,Q56879588,,OpenTripMap
